policy_id,state_of_domicile,operating_pattern,vehicle_type,gvw_lbs,heavy_vehicle_flag,vehicle_age_years,adas_equipped_flag,driver_tenure_days,driver_age,mvr_violations_3yr,prior_at_fault_claims,fleet_safety_program_flag,policy_term_months,fleet_size,cargo_type,cargo_value_usd,region_weather_risk,total_miles,total_trips,harsh_braking_events,harsh_acceleration_events,speeding_events,phone_distraction_events,tailgating_events,night_driving_pct,max_continuous_driving_hrs,aggression_index_per100mi,speeding_rate_per100mi,fatigue_exposure_density,distraction_rate_per_trip,behavioral_volatility_index,speed_x_night_severity_multiplier,fatigue_x_longhaul_score,new_driver_heavy_vehicle_multiplier,behavioral_drift_signal,operational_exposure_risk_index,vehicle_years,earned_exposure,bi_limit_usd,collision_deductible_usd,coverage_type,had_claim_flag,num_claims_12mo,catastrophic_loss_flag,incurred_loss_12mo_usd,uw_risk_tier,claim_frequency,loss_per_vehicle_year,pure_premium
POL005272,CA,mixed,box_truck,28770,1,1.5,1,216,42,1,0,0,6,3,refrigerated,49699,low,52698,818,260,226,2000,116.0,72.0,58.7,6.8,2.94,4.25,5.32,0.1418,5.0,0.222,1.584,5.0,-0.289,0.3083,0.5,0.5,957422,1000,liability_only,0,0,0,0,High-Risk,0.0,0.0,0.0
POL005273,TX,highway,van,14130,0,15.6,0,2154,40,0,0,1,6,1,general,16660,moderate,11549,260,75,52,279,22.0,31.0,13.0,4.1,1.65,2.44,2.76,0.0846,5.0,0.103,0.903,0.004,-0.738,0.1975,0.385,0.385,486157,1000,combined,0,0,0,0,Preferred,0.0,0.0,0.0
POL005274,PA,mixed,box_truck,22997,0,3.6,0,52,48,0,0,0,12,4,livestock,96649,high,95953,2930,847,704,3473,287.0,253.0,41.0,2.3,2.79,3.37,1.64,0.098,5.0,0.07,0.673,0.03,0.514,0.2008,1.0,1.0,989175,250,combined,0,0,0,0,Preferred,0.0,0.0,0.0
POL005275,NY,highway,box_truck,23787,0,4.8,1,1213,22,1,0,0,3,5,refrigerated,66632,high,42001,1310,459,431,1739,161.0,144.0,18.6,4.8,3.39,3.65,3.58,0.1229,5.0,0.079,1.016,0.0,-0.512,0.2384,0.25,0.25,294607,1000,combined,0,0,0,0,Standard,0.0,0.0,0.0
POL005276,TX,highway,straight_truck,31680,1,16.2,0,3499,34,1,1,1,12,6,refrigerated,87870,moderate,41089,835,249,232,1423,102.0,83.0,22.4,4.0,2.55,3.05,2.81,0.1222,5.0,0.172,0.776,0.014,-0.085,0.1823,0.6848,0.6848,304417,500,combined,0,0,0,0,Preferred,0.0,0.0,0.0
POL005277,CA,highway,van,6856,0,3.1,0,2403,33,0,0,0,12,3,general,37944,low,75618,985,259,251,2736,99.0,86.0,8.1,4.0,1.43,3.99,2.63,0.1005,5.0,0.107,0.784,0.006,-0.12,0.1819,1.0,1.0,481038,1000,combined,0,0,0,0,Preferred,0.0,0.0,0.0
POL005278,TX,mixed,semi_truck,75799,1,2.3,0,449,48,3,0,0,6,5,dry_van,49858,moderate,103612,2094,663,605,4247,313.0,219.0,18.0,5.2,2.66,3.82,3.51,0.1495,5.0,0.097,1.084,1.427,0.0,0.2058,0.5,0.5,294262,500,combined,0,0,0,0,Preferred,0.0,0.0,0.0
POL005279,TN,highway,van,6908,0,1.1,1,1557,37,0,0,0,12,14,dry_van,147997,moderate,24371,410,122,106,849,47.0,69.0,30.4,5.0,2.11,3.99,3.21,0.1146,5.0,0.126,1.094,0.05,0.004,0.2506,0.8124,0.8124,49378,2500,liability_only,0,0,0,0,Standard,0.0,0.0,0.0
POL005280,TX,long_haul,box_truck,24836,0,11.8,1,794,31,0,0,1,6,15,general,32727,moderate,45900,1380,387,251,1387,131.0,112.0,43.9,9.7,2.73,5.0,7.39,0.0949,5.0,0.184,5.0,0.0,-0.141,0.3343,0.5,0.5,314945,500,collision,0,0,0,0,High-Risk,0.0,0.0,0.0
POL005281,AZ,long_haul,box_truck,30848,1,7.7,1,1699,44,0,1,1,12,12,hazmat,315077,low,50604,987,246,204,1578,76.0,83.0,40.1,6.8,1.9,2.81,4.72,0.077,5.0,0.154,5.0,0.0,-0.29,0.2711,1.0,1.0,48260,500,combined,1,2,1,1145388,High-Risk,2.0,1145388.0,1145388.0
POL005282,NY,mixed,van,10230,0,1.1,1,121,50,0,0,1,12,12,refrigerated,66181,high,30164,760,240,151,896,73.0,50.0,16.5,3.4,2.77,3.29,2.32,0.0961,5.0,0.095,0.591,0.0,-0.662,0.1693,1.0,1.0,494471,500,liability_only,0,0,0,0,Preferred,0.0,0.0,0.0
POL005283,CA,long_haul,box_truck,28957,1,2.4,1,1131,49,2,0,0,12,6,oversized,228943,low,21146,604,162,178,722,102.0,59.0,26.3,8.8,3.28,3.53,6.59,0.1689,5.0,0.078,5.0,0.0,-1.214,0.2664,0.6042,0.6042,97002,2500,liability_only,0,0,0,0,High-Risk,0.0,0.0,0.0
POL005284,OH,highway,van,5781,0,12.3,0,671,51,1,0,1,6,20,dry_van,67323,severe,32747,508,111,131,959,72.0,21.0,21.6,6.7,1.48,1.8,4.77,0.1417,5.0,0.099,1.491,0.0,0.034,0.2587,0.5,0.5,306595,1000,collision,0,0,0,0,High-Risk,0.0,0.0,0.0
POL005285,FL,mixed,pickup,4409,0,4.1,1,647,43,0,0,0,12,8,general,47835,high,44606,1036,303,223,1655,123.0,110.0,39.5,2.0,3.02,3.86,1.2,0.1187,5.0,0.101,0.302,0.123,-0.435,0.2186,1.0,1.0,517984,500,collision,0,0,0,0,Standard,0.0,0.0,0.0
POL005286,GA,mixed,van,5380,0,3.0,1,1084,45,3,0,0,6,3,oversized,74365,moderate,16496,581,207,151,678,88.0,75.0,7.9,8.4,3.45,4.99,6.18,0.1515,5.0,0.011,1.911,0.011,-0.089,0.2667,0.5,0.5,1008029,1000,collision,0,0,0,0,High-Risk,0.0,0.0,0.0
POL005287,AZ,mixed,semi_truck,72403,1,4.0,0,232,39,1,0,1,12,1,oversized,85213,low,44438,790,214,176,1408,71.0,59.0,6.8,5.8,2.46,4.57,3.91,0.0899,5.0,0.203,1.03,5.0,-1.655,0.219,0.4444,0.4444,293439,2500,combined,1,1,1,4206531,Standard,2.250225,9465641.31,9465641.31
POL005288,CA,long_haul,semi_truck,73675,1,6.2,0,76,38,0,1,0,12,1,refrigerated,60124,low,117246,1949,612,518,4522,284.0,200.0,24.5,7.5,2.28,3.15,5.22,0.1457,5.0,0.079,5.0,5.0,0.059,0.2473,1.0,1.0,1010030,2500,liability_only,0,0,0,0,Standard,0.0,0.0,0.0
POL005289,CA,mixed,van,6700,0,15.3,0,696,32,2,0,0,12,1,refrigerated,35702,low,65579,2492,835,653,2566,298.0,236.0,20.1,1.6,4.17,3.74,1.49,0.1196,5.0,0.182,0.57,0.001,0.08,0.1946,1.0,1.0,313836,1000,combined,0,0,0,0,Preferred,0.0,0.0,0.0
POL005290,GA,long_haul,box_truck,24907,0,7.1,1,254,49,3,0,1,3,9,dry_van,50545,moderate,38250,1141,342,280,1406,152.0,100.0,14.7,8.5,2.83,3.63,6.15,0.1332,5.0,0.125,5.0,0.0,-0.407,0.2724,0.25,0.25,1992622,1000,combined,1,1,0,5177,High-Risk,4.0,20708.0,20708.0
POL005291,TX,highway,pickup,5038,0,13.0,0,217,23,2,0,0,3,2,livestock,43630,moderate,22589,507,186,177,1019,64.0,54.0,2.0,5.8,2.51,4.02,3.89,0.1262,5.0,0.119,1.171,0.0,0.773,0.199,0.25,0.25,1008334,250,comprehensive,1,1,0,1644,Preferred,4.0,6576.0,6576.0
POL005292,TX,mixed,van,3858,0,8.7,0,5285,29,2,0,0,12,3,general,31649,moderate,59037,1138,372,290,2333,154.0,113.0,4.7,5.1,2.59,3.14,4.19,0.1353,5.0,0.08,1.296,0.0,0.25,0.1807,1.0,1.0,972777,1000,combined,0,0,0,0,Preferred,0.0,0.0,0.0
POL005293,CA,mixed,semi_truck,67978,1,0.0,1,98,62,0,0,1,6,3,refrigerated,71917,low,31049,1167,267,229,934,107.0,84.0,0.0,4.8,2.95,2.41,3.6,0.0917,5.0,0.116,0.997,5.0,-0.004,0.1809,0.3105,0.3105,478329,2500,combined,0,0,0,0,Preferred,0.0,0.0,0.0
POL005294,CA,mixed,box_truck,28319,1,0.0,0,227,42,5,0,0,12,1,general,15848,low,56938,2143,843,642,2604,335.0,69.0,17.2,5.5,3.98,6.94,3.77,0.1563,5.0,0.189,1.148,4.65,0.698,0.2377,1.0,1.0,494956,2500,comprehensive,0,0,0,0,Standard,0.0,0.0,0.0
POL005295,PA,highway,van,5873,0,11.4,0,204,44,1,0,1,6,4,dry_van,37250,high,28392,648,159,98,1004,79.0,50.0,31.9,4.5,2.66,3.62,3.06,0.1219,5.0,0.181,1.007,0.077,-0.165,0.242,0.5,0.5,291810,500,collision,0,0,0,0,Standard,0.0,0.0,0.0
POL005296,CA,mixed,van,8778,0,0.0,1,481,42,0,0,1,6,1,general,36265,low,9980,363,99,75,318,34.0,23.0,18.4,4.9,2.24,2.36,3.44,0.0937,5.0,0.072,1.049,0.0,-1.193,0.1852,0.3167,0.3167,959867,2500,liability_only,0,0,0,0,Preferred,0.0,0.0,0.0
POL005297,FL,long_haul,semi_truck,66075,1,9.3,1,1567,48,2,1,0,12,9,livestock,101898,high,24908,382,142,138,1025,41.0,57.0,33.1,10.0,1.91,3.51,6.94,0.1073,5.0,0.118,5.0,0.0,-0.496,0.3194,0.2491,0.2491,51405,500,comprehensive,0,0,0,0,High-Risk,0.0,0.0,0.0
POL005298,IL,urban,van,8067,0,8.1,0,111,56,1,0,0,12,8,general,134645,severe,40544,654,207,166,1497,79.0,77.0,25.2,5.9,2.33,3.92,3.89,0.1208,5.0,0.215,1.06,0.084,0.369,0.2337,1.0,1.0,104503,1000,combined,0,0,0,0,Standard,0.0,0.0,0.0
POL005299,FL,mixed,van,6810,0,2.4,0,703,57,1,0,1,12,5,hazmat,103272,high,15917,215,75,70,553,14.0,25.0,11.9,5.8,1.94,3.42,3.63,0.0651,5.0,0.19,1.212,0.0,-0.14,0.2072,0.5306,0.5306,312628,2500,collision,0,0,0,0,Preferred,0.0,0.0,0.0
POL005300,CA,highway,semi_truck,66334,1,1.8,1,378,26,1,3,1,6,3,hazmat,112493,low,37592,972,280,292,1691,137.0,100.0,8.3,7.6,3.28,5.15,5.59,0.1409,5.0,0.078,1.706,1.836,-0.305,0.2821,0.3759,0.3759,298118,2500,comprehensive,0,0,0,0,High-Risk,0.0,0.0,0.0
POL005301,PA,long_haul,box_truck,28371,1,1.1,1,1345,53,1,2,1,6,7,general,53002,high,72968,2001,664,546,2641,223.0,195.0,20.7,9.4,2.81,3.61,6.84,0.1114,5.0,0.185,5.0,0.002,-0.649,0.2717,0.5,0.5,308833,500,combined,0,0,0,0,High-Risk,0.0,0.0,0.0
POL005302,CA,highway,box_truck,28539,1,0.0,1,839,42,1,0,1,12,16,general,49899,low,26782,713,206,136,807,80.0,57.0,35.3,6.9,2.37,2.99,4.78,0.1122,5.0,0.036,1.508,0.0,-0.481,0.2483,0.7652,0.7652,301651,1000,comprehensive,0,0,0,0,Standard,0.0,0.0,0.0
POL005303,PA,urban,straight_truck,30091,1,6.4,0,1217,21,0,0,0,6,1,hazmat,60577,high,49972,926,322,246,1989,106.0,96.0,26.1,4.0,1.94,3.22,2.89,0.1145,5.0,0.082,0.95,0.0,0.345,0.1835,0.5,0.5,298781,1000,comprehensive,0,0,0,0,Preferred,0.0,0.0,0.0
POL005304,OH,highway,van,7851,0,1.0,0,1582,28,1,1,1,12,8,general,65770,severe,25179,514,191,123,1006,64.0,40.0,19.9,0.6,2.7,5.17,0.76,0.1245,5.0,0.119,0.183,0.0,0.594,0.212,0.8393,0.8393,512577,1000,combined,0,0,0,0,Preferred,0.0,0.0,0.0
POL005305,FL,mixed,semi_truck,70132,1,14.3,1,2006,23,1,1,1,12,4,hazmat,36683,high,21720,357,140,81,864,61.0,49.0,15.4,4.2,3.58,4.37,3.43,0.1709,5.0,0.16,1.215,0.041,-1.56,0.2089,0.2172,0.2172,991537,500,collision,0,0,0,0,Preferred,0.0,0.0,0.0
POL005306,NY,urban,pickup,3000,0,0.9,1,4361,49,0,0,1,12,3,hazmat,57628,high,130785,3248,924,781,4126,362.0,265.0,50.1,8.4,2.48,3.2,6.38,0.1115,5.0,0.078,2.067,0.032,0.188,0.3302,1.0,1.0,1046518,1000,collision,0,0,0,0,High-Risk,0.0,0.0,0.0
POL005307,NY,mixed,box_truck,21808,0,9.6,0,807,40,0,0,1,12,4,refrigerated,90181,high,9990,237,56,74,184,28.0,23.0,22.4,5.8,1.38,2.17,4.62,0.1181,3.987,0.114,1.245,0.0,-0.055,0.2132,0.2854,0.2854,523701,1000,collision,0,0,0,0,Preferred,0.0,0.0,0.0
POL005308,FL,long_haul,straight_truck,36858,1,0.3,1,835,35,0,1,1,6,2,livestock,21796,high,24245,412,134,67,792,49.0,31.0,46.0,8.8,1.11,3.5,6.46,0.1189,5.0,0.07,5.0,0.013,-0.398,0.3379,0.4041,0.4041,294269,1000,combined,0,0,0,0,High-Risk,0.0,0.0,0.0
POL005309,OH,long_haul,box_truck,22804,0,4.3,0,144,42,0,0,0,6,1,dry_van,19285,severe,93833,2279,703,515,3385,296.0,223.0,24.1,10.9,2.46,4.3,7.51,0.1299,5.0,0.141,5.0,0.076,0.409,0.3522,0.5,0.5,500134,1000,combined,1,1,0,6766,High-Risk,2.0,13532.0,13532.0
POL005310,OH,urban,semi_truck,73774,1,2.8,1,52,59,1,0,0,6,10,refrigerated,79474,severe,32660,710,210,205,1129,120.0,81.0,13.0,2.9,2.4,3.93,2.32,0.169,5.0,0.121,0.592,5.0,-0.748,0.1866,0.3266,0.3266,1044291,250,combined,0,0,0,0,Preferred,0.0,0.0,0.0
POL005311,TX,long_haul,semi_truck,65963,1,0.1,0,435,40,2,1,0,12,10,dry_van,71393,moderate,12286,280,99,91,462,40.0,34.0,16.4,7.9,2.47,3.68,5.6,0.1429,5.0,0.021,5.0,1.422,-1.072,0.2801,0.1229,0.1229,305574,1000,comprehensive,0,0,0,0,High-Risk,0.0,0.0,0.0
POL005312,IL,mixed,pickup,7976,0,4.7,1,929,45,1,0,1,12,5,general,67210,severe,24384,352,107,86,688,47.0,27.0,11.2,5.1,1.3,3.07,3.62,0.1335,5.0,0.056,1.0,0.0,-0.284,0.2068,0.9754,0.9754,1922906,1000,liability_only,0,0,0,0,Preferred,0.0,0.0,0.0
POL005313,TN,urban,semi_truck,69066,1,14.5,0,190,48,2,0,1,12,14,dry_van,43492,moderate,31725,615,124,151,1092,66.0,61.0,26.8,5.6,1.6,3.65,4.16,0.1073,5.0,0.132,1.199,5.0,0.039,0.2055,0.3172,0.3172,297852,2500,liability_only,0,0,0,0,Preferred,0.0,0.0,0.0
POL005314,AZ,urban,straight_truck,32487,1,0.0,1,303,30,0,0,1,12,16,hazmat,165277,low,68392,1305,302,295,1927,146.0,110.0,6.9,3.8,1.19,2.19,2.16,0.1119,5.0,0.164,0.602,3.844,-0.378,0.1733,1.0,1.0,484237,2500,comprehensive,0,0,0,0,Preferred,0.0,0.0,0.0
POL005315,NY,urban,box_truck,31567,1,1.9,0,1012,48,1,0,1,3,11,refrigerated,71219,high,24598,403,55,83,830,37.0,34.0,5.8,3.6,1.21,2.64,2.49,0.0918,5.0,0.085,0.661,0.046,-0.271,0.1489,0.25,0.25,955109,500,collision,0,0,0,0,Preferred,0.0,0.0,0.0
POL005316,FL,mixed,van,4737,0,5.9,0,262,51,0,0,1,12,13,general,61755,high,55630,925,201,181,1735,95.0,82.0,65.0,11.2,1.24,3.82,8.34,0.1027,5.0,0.193,2.522,0.0,-0.065,0.4187,1.0,1.0,101911,500,combined,0,0,0,0,High-Risk,0.0,0.0,0.0
POL005317,TX,urban,pickup,7784,0,11.1,0,597,52,2,0,0,12,16,dry_van,65134,moderate,70770,1402,468,400,2815,199.0,153.0,6.3,2.9,3.23,3.77,2.2,0.1419,5.0,0.071,0.704,0.0,0.501,0.196,1.0,1.0,306586,500,combined,0,0,0,0,Preferred,0.0,0.0,0.0
POL005318,AZ,urban,van,10160,0,0.1,1,560,41,3,1,1,12,6,general,46399,low,22072,731,239,191,925,91.0,77.0,0.0,4.8,3.03,5.96,3.28,0.1245,5.0,0.184,0.962,0.035,0.591,0.187,0.7357,0.7357,296032,2500,collision,0,0,0,0,Preferred,0.0,0.0,0.0
POL005319,CA,mixed,pickup,16063,0,0.9,0,1971,51,0,0,1,12,3,general,32510,low,32119,797,221,141,951,92.0,68.0,33.1,5.6,0.93,3.0,4.01,0.1154,5.0,0.128,1.238,0.051,0.025,0.2622,1.0,1.0,1925182,1000,comprehensive,0,0,0,0,High-Risk,0.0,0.0,0.0
POL005320,NY,mixed,box_truck,22768,0,0.5,1,373,46,1,0,1,12,4,dry_van,68172,high,45219,1700,460,358,1436,188.0,143.0,29.2,5.2,3.74,2.4,3.96,0.1106,5.0,0.033,1.225,0.0,-0.561,0.2199,1.0,1.0,486705,500,liability_only,0,0,0,0,Standard,0.0,0.0,0.0
POL005321,TX,mixed,pickup,4122,0,1.0,0,195,42,1,1,0,12,5,general,22875,moderate,34012,715,265,196,1402,86.0,84.0,50.9,5.6,2.47,3.09,3.9,0.1203,5.0,0.179,1.147,0.0,-0.405,0.288,1.0,1.0,97988,1000,liability_only,0,0,0,0,High-Risk,0.0,0.0,0.0
POL005322,TX,mixed,van,10947,0,1.0,1,129,52,1,2,1,3,1,general,31794,moderate,30402,665,227,157,1145,101.0,56.0,20.0,7.0,2.47,3.51,4.78,0.1519,5.0,0.153,1.39,0.0,-0.308,0.2638,0.25,0.25,510455,2500,combined,0,0,0,0,High-Risk,0.0,0.0,0.0
POL005323,FL,urban,box_truck,25399,0,2.6,1,323,59,1,0,1,6,9,dry_van,74395,high,28768,377,64,109,1039,36.0,31.0,26.7,1.4,1.38,2.51,1.34,0.0955,5.0,0.075,0.477,0.054,-1.322,0.1979,0.5,0.5,294899,500,comprehensive,0,0,0,0,Preferred,0.0,0.0,0.0
POL005324,AZ,long_haul,box_truck,24610,0,3.4,1,219,51,1,2,1,12,5,oversized,130890,low,31902,697,237,162,1172,76.0,54.0,35.8,7.3,2.88,3.3,4.95,0.109,5.0,0.228,5.0,0.0,0.132,0.2568,0.9115,0.9115,99119,500,combined,0,0,0,0,High-Risk,0.0,0.0,0.0
POL005325,CA,urban,box_truck,28872,1,3.8,1,1219,41,2,1,0,6,15,dry_van,97348,low,10379,320,90,68,428,44.0,44.0,2.3,5.3,3.87,2.96,3.47,0.1375,5.0,0.043,0.984,0.011,-1.21,0.1868,0.2965,0.2965,1046670,500,liability_only,0,0,0,0,Preferred,0.0,0.0,0.0
POL005326,NY,mixed,semi_truck,69200,1,0.8,1,647,37,0,0,0,12,3,dry_van,23867,high,29187,676,212,156,1082,87.0,65.0,16.7,5.1,2.28,4.11,3.15,0.1287,5.0,0.183,0.991,1.496,-0.151,0.1965,0.2919,0.2919,101831,1000,combined,0,0,0,0,Preferred,0.0,0.0,0.0
POL005327,CA,mixed,pickup,3324,0,2.6,1,933,47,0,0,1,12,35,dry_van,208584,low,22828,540,114,96,746,59.0,45.0,8.5,7.0,2.24,3.2,4.7,0.1093,5.0,0.132,1.381,0.026,-0.871,0.2529,0.9131,0.9131,99782,1000,liability_only,1,3,0,9985,Standard,3.285511,10935.28,10935.28
POL005328,CA,urban,pickup,8178,0,0.0,1,716,43,3,0,0,12,1,general,13128,low,20007,327,98,89,866,39.0,49.0,33.6,3.2,1.98,3.61,2.36,0.1193,5.0,0.181,0.751,0.042,-0.927,0.2252,0.8003,0.8003,311875,2500,liability_only,1,1,0,2005,Standard,1.249531,2505.31,2505.31
POL005329,FL,long_haul,pickup,7125,0,1.2,0,577,53,2,0,1,12,2,dry_van,11581,high,45665,692,192,149,1640,66.0,80.0,41.1,9.4,1.52,3.17,6.15,0.0954,5.0,0.143,5.0,0.0,-0.735,0.3086,1.0,1.0,506036,2500,collision,1,1,0,1533,High-Risk,1.0,1533.0,1533.0
POL005330,NY,highway,box_truck,25061,0,3.0,1,2110,32,3,0,0,12,7,dry_van,53509,high,38563,1366,521,364,1548,198.0,147.0,12.6,6.4,3.83,3.56,4.96,0.1449,5.0,0.116,1.522,0.066,-0.363,0.2806,1.0,1.0,309245,2500,comprehensive,0,0,0,0,High-Risk,0.0,0.0,0.0
POL005331,TX,urban,pickup,4919,0,1.1,1,1371,53,0,0,0,12,15,dry_van,70674,moderate,23173,601,148,140,727,75.0,58.0,12.6,1.3,3.2,4.05,1.14,0.1248,5.0,0.068,0.439,0.019,-0.303,0.1734,0.9269,0.9269,1040527,2500,combined,0,0,0,0,Preferred,0.0,0.0,0.0
POL005332,TX,long_haul,semi_truck,67255,1,9.2,0,145,29,2,0,0,12,5,general,40827,moderate,130785,3248,994,788,6124,403.0,314.0,32.6,10.5,1.99,4.28,7.26,0.1241,5.0,0.171,5.0,5.0,-0.236,0.3034,1.0,1.0,292581,2500,comprehensive,0,0,0,0,High-Risk,0.0,0.0,0.0
POL005333,CA,mixed,van,10675,0,2.0,1,495,40,1,1,0,12,6,general,69077,low,87196,3248,994,788,3427,403.0,314.0,46.0,5.6,4.43,4.56,3.48,0.1241,5.0,0.195,0.794,0.0,-0.419,0.2671,1.0,1.0,51436,1000,combined,0,0,0,0,High-Risk,0.0,0.0,0.0
POL005334,TX,mixed,straight_truck,31919,1,6.9,0,304,47,0,0,1,12,3,general,30242,moderate,37509,893,211,166,1238,87.0,83.0,10.5,6.0,2.32,2.56,3.75,0.0974,5.0,0.065,1.006,4.379,-1.256,0.1738,0.6252,0.6252,98232,500,liability_only,0,0,0,0,Preferred,0.0,0.0,0.0
POL005335,AZ,mixed,box_truck,23690,0,4.8,0,1068,41,0,1,1,12,2,dry_van,34916,low,24745,354,85,83,814,39.0,29.0,26.8,6.6,1.3,4.0,5.13,0.1102,5.0,0.127,1.708,0.051,-0.78,0.2463,0.707,0.707,301540,1000,combined,0,0,0,0,Standard,0.0,0.0,0.0
POL005336,TN,mixed,box_truck,22143,0,3.2,1,337,47,1,0,0,3,4,livestock,100246,moderate,51727,924,250,230,1861,116.0,68.0,22.4,6.3,3.06,4.03,4.9,0.1255,5.0,0.166,1.525,0.0,0.428,0.2458,0.25,0.25,516347,500,combined,0,0,0,0,Standard,0.0,0.0,0.0
POL005337,TX,urban,semi_truck,71176,1,4.8,1,773,56,3,0,0,12,2,hazmat,101156,moderate,23018,285,99,110,950,50.0,28.0,29.1,6.5,2.1,2.9,4.29,0.1754,5.0,0.098,1.41,0.0,0.912,0.241,0.2302,0.2302,510736,500,collision,0,0,0,0,Standard,0.0,0.0,0.0
POL005338,NY,urban,semi_truck,68474,1,0.5,1,228,37,2,0,1,3,12,dry_van,191767,high,28028,527,119,97,984,47.0,50.0,14.4,1.8,1.55,3.83,1.66,0.0892,5.0,0.064,0.699,4.811,-0.699,0.1604,0.25,0.25,311160,500,comprehensive,0,0,0,0,Preferred,0.0,0.0,0.0
POL005339,TN,highway,box_truck,19961,0,0.8,1,120,28,1,0,0,12,17,hazmat,247647,moderate,27814,463,172,90,1141,86.0,38.0,29.9,4.4,2.76,3.77,2.83,0.1857,5.0,0.165,0.807,0.008,-0.062,0.2143,0.7947,0.7947,287196,500,liability_only,0,0,0,0,Standard,0.0,0.0,0.0
POL005340,CA,urban,straight_truck,29390,1,1.4,0,0,31,2,1,0,12,2,dry_van,23743,low,28121,365,121,81,1058,46.0,42.0,21.2,4.6,2.48,3.44,2.83,0.126,5.0,0.037,0.888,4.441,-0.507,0.241,0.4687,0.4687,522907,1000,comprehensive,0,0,0,0,Standard,0.0,0.0,0.0
POL005341,PA,mixed,box_truck,25299,0,2.6,0,4181,41,1,0,1,12,1,oversized,45818,high,55003,947,245,210,1937,106.0,67.0,38.7,5.4,1.53,4.52,4.01,0.1119,5.0,0.236,1.19,0.033,-0.338,0.2619,1.0,1.0,521026,250,combined,0,0,0,0,High-Risk,0.0,0.0,0.0
POL005342,TN,highway,semi_truck,69383,1,2.5,0,196,55,1,0,1,12,17,refrigerated,98657,moderate,43146,1313,399,241,1469,133.0,124.0,21.0,5.3,2.1,3.92,4.06,0.1013,5.0,0.163,1.214,4.538,-0.659,0.2376,0.4315,0.4315,2005704,1000,combined,0,0,0,0,Standard,0.0,0.0,0.0
POL005343,CA,urban,van,7769,0,5.8,0,1385,39,4,0,1,12,2,general,16681,low,28507,384,159,98,1088,37.0,37.0,5.5,3.0,2.03,3.1,1.89,0.0964,5.0,0.055,0.538,0.024,-0.64,0.1798,0.9502,0.9502,101762,2500,comprehensive,0,0,0,0,Preferred,0.0,0.0,0.0
POL005344,CA,urban,semi_truck,68851,1,0.6,0,1419,63,1,0,1,6,1,dry_van,19258,low,19905,575,128,103,570,77.0,45.0,13.2,5.5,2.53,3.04,3.63,0.1339,5.0,0.118,1.162,0.0,0.06,0.2295,0.199,0.199,100969,2500,collision,0,0,0,0,Standard,0.0,0.0,0.0
POL005345,AZ,mixed,van,4072,0,15.8,0,270,29,0,0,0,12,11,refrigerated,53866,low,22606,722,252,158,896,68.0,66.0,28.9,1.3,1.78,4.95,0.53,0.0942,5.0,0.254,0.07099,0.029,-0.393,0.1252,0.7535,0.7535,480327,2500,liability_only,0,0,0,0,Preferred,0.0,0.0,0.0
POL005346,NY,mixed,van,5876,0,1.4,0,475,25,2,0,0,12,10,general,21565,high,20358,277,98,102,935,33.0,29.0,8.9,6.4,1.83,4.83,4.6,0.1191,5.0,0.054,1.404,0.028,0.467,0.2022,0.6786,0.6786,287402,500,combined,0,0,0,0,Preferred,0.0,0.0,0.0
POL005347,CA,highway,semi_truck,73551,1,0.3,1,1482,44,0,0,0,12,14,hazmat,98040,low,24781,612,201,136,708,90.0,52.0,16.3,7.9,1.74,2.79,5.59,0.1471,5.0,0.092,1.532,0.0,-0.466,0.2803,0.2478,0.2478,95791,1000,comprehensive,0,0,0,0,High-Risk,0.0,0.0,0.0
POL005348,TX,mixed,van,11608,0,12.5,0,811,36,2,2,1,12,1,general,20655,moderate,130785,2267,796,592,5117,287.0,247.0,16.5,3.4,2.45,3.17,2.39,0.1266,5.0,0.142,0.739,0.0,1.373,0.1859,1.0,1.0,481051,250,combined,0,0,0,0,Preferred,0.0,0.0,0.0
POL005349,FL,urban,van,10233,0,0.0,1,320,34,2,1,1,6,4,refrigerated,74634,high,11553,168,38,62,412,26.0,21.0,8.5,9.0,2.16,4.57,6.86,0.1548,5.0,0.121,2.185,0.048,-0.151,0.2601,0.3851,0.3851,1034151,500,combined,1,1,0,2800,High-Risk,2.596728,7270.84,7270.84
POL005350,GA,mixed,van,9968,0,20.0,0,2309,42,2,0,0,12,3,refrigerated,80334,moderate,45185,1130,397,322,1816,163.0,135.0,29.8,4.1,3.18,3.37,3.2,0.1442,5.0,0.107,0.988,0.027,0.331,0.2083,1.0,1.0,989610,250,collision,0,0,0,0,Preferred,0.0,0.0,0.0
POL005351,GA,urban,semi_truck,72714,1,0.5,1,247,30,3,0,1,12,12,hazmat,177429,moderate,88709,1159,340,255,3179,143.0,127.0,32.3,2.2,1.0,3.53,1.69,0.1234,5.0,0.23,0.554,5.0,-0.643,0.1704,0.8871,0.8871,310300,1000,combined,0,0,0,0,Preferred,0.0,0.0,0.0
POL005352,AZ,highway,straight_truck,29637,1,1.0,0,248,47,0,0,1,12,5,general,48527,low,129234,1729,432,296,3700,195.0,141.0,45.3,3.2,0.87,3.83,1.88,0.1128,5.0,0.256,0.505,5.0,-0.09,0.2434,1.0,1.0,489599,1000,comprehensive,0,0,0,0,Standard,0.0,0.0,0.0
